Vuln_ID,Brand,ProdType,Category,Price,Ydif,Protocols,DataStorage,PersonalInfo,CommCap,AuthEncryption,CWE-ID1,CWE-ID2,Information Gathering,Social Engineering,State Attack,Function Abuse,Brute Force,Illegal Access,Data Manipulation,Injection
CVE-2018-21224,NETGEAR,WiFi Router,Telecomm,21,3,"TCPIP, DSP, MTP",Local,No,"WiFi, Ethernet, DSL, USB,",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-21225,NETGEAR,WiFi Router,Telecomm,87,2,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB, eSATA",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-21226,NETGEAR,WiFi Router,Telecomm,118,4,TCPIP,Local,No,"WiFi, Ethernet, WAN",Symmetric,CWE-284,,1,1,0,0,0,1,1,1
CVE-2018-21227,NETGEAR,WiFi Router,Telecomm,20,1,"TCPIP, DSP, MTP",Local,No,"WiFi, DSL, Ethernet, USB, Phone",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-21228,NETGEAR,WiFi Router,Telecomm,93,1,"TCPIP, DSP, MTP",Local,No,"WiFi, DSL, Ethernet, USB, Phone",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-3856,Samsung,Smart Hub,Smart Home,66,3,"TCPIP, GATT, RF, MTP",Remote,Yes,"WiFi, Ethernet, USB, ZigBee, Z-Wave, Bluetooth",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-3863,Samsung,Smart Hub,Smart Home,57,3,"TCPIP, GATT, RF, MTP",Remote,Yes,"WiFi, Ethernet, USB, ZigBee, Z-Wave, Bluetooth",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-3864,Samsung,Smart Hub,Smart Home,57,3,"TCPIP, GATT, RF, MTP",Remote,Yes,"WiFi, Ethernet, USB, ZigBee, Z-Wave, Bluetooth",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-3865,Samsung,Smart Hub,Smart Home,21,3,"TCPIP, GATT, RF, MTP",Remote,Yes,"WiFi, Ethernet, USB, ZigBee, Z-Wave, Bluetooth",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-3866,Samsung,Smart Hub,Smart Home,32,3,"TCPIP, GATT, RF, MTP",Remote,Yes,"WiFi, Ethernet, USB, ZigBee, Z-Wave, Bluetooth",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-3867,Samsung,Smart Hub,Smart Home,699,3,"TCPIP, GATT, RF, MTP",Remote,Yes,"WiFi, Ethernet, USB, ZigBee, Z-Wave, Bluetooth",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-3872,Samsung,Smart Hub,Smart Home,75,3,"TCPIP, GATT, RF, MTP",Remote,Yes,"WiFi, Ethernet, USB, ZigBee, Z-Wave, Bluetooth",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-3873,Samsung,Smart Hub,Smart Home,197,3,"TCPIP, GATT, RF, MTP",Remote,Yes,"WiFi, Ethernet, USB, ZigBee, Z-Wave, Bluetooth",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-3874,Samsung,Smart Hub,Smart Home,197,3,"TCPIP, GATT, RF, MTP",Remote,Yes,"WiFi, Ethernet, USB, ZigBee, Z-Wave, Bluetooth",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-3875,Samsung,Smart Hub,Smart Home,197,3,"TCPIP, GATT, RF, MTP",Remote,Yes,"WiFi, Ethernet, USB, ZigBee, Z-Wave, Bluetooth",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-3876,Samsung,Smart Hub,Smart Home,184,3,"TCPIP, GATT, RF, MTP",Remote,Yes,"WiFi, Ethernet, USB, ZigBee, Z-Wave, Bluetooth",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-3877,Samsung,Smart Hub,Smart Home,184,3,"TCPIP, GATT, RF, MTP",Remote,Yes,"WiFi, Ethernet, USB, ZigBee, Z-Wave, Bluetooth",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-3878,Samsung,Smart Hub,Smart Home,450,3,"TCPIP, GATT, RF, MTP",Remote,Yes,"WiFi, Ethernet, USB, ZigBee, Z-Wave, Bluetooth",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-3879,Samsung,Smart Hub,Smart Home,55000,3,"TCPIP, GATT, RF, MTP",Remote,Yes,"WiFi, Ethernet, USB, ZigBee, Z-Wave, Bluetooth",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-3880,Samsung,Smart Hub,Smart Home,49,3,"TCPIP, GATT, RF, MTP",Remote,Yes,"WiFi, Ethernet, USB, ZigBee, Z-Wave, Bluetooth",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-3890,Yi,Smart Camera,Smart Home,49,1,"TCPIP, MTP",Local,No,"WiFi, MicroSD",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-3891,Yi,Smart Camera,Smart Home,16,1,"TCPIP, MTP",Local,No,"WiFi, MicroSD",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-3892,Yi,Smart Camera,Smart Home,45,1,"TCPIP, MTP",Local,No,"WiFi, MicroSD",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-3893,Samsung,Smart Hub,Smart Home,35,3,"TCPIP, GATT, RF, MTP",Remote,Yes,"WiFi, Ethernet, USB, ZigBee, Z-Wave, Bluetooth",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-3894,Samsung,Smart Hub,Smart Home,31,3,"TCPIP, GATT, RF, MTP",Remote,Yes,"WiFi, Ethernet, USB, ZigBee, Z-Wave, Bluetooth",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-3895,Samsung,Smart Hub,Smart Home,32,3,"TCPIP, GATT, RF, MTP",Remote,Yes,"WiFi, Ethernet, USB, ZigBee, Z-Wave, Bluetooth",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-3896,Samsung,Smart Hub,Smart Home,125,3,"TCPIP, GATT, RF, MTP",Remote,Yes,"WiFi, Ethernet, USB, ZigBee, Z-Wave, Bluetooth",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-3897,Samsung,Smart Hub,Smart Home,125,3,"TCPIP, GATT, RF, MTP",Remote,Yes,"WiFi, Ethernet, USB, ZigBee, Z-Wave, Bluetooth",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-3898,Yi,Smart Camera,Smart Home,21,1,"TCPIP, MTP",Local,No,"WiFi, MicroSD",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-3899,Yi,Smart Camera,Smart Home,21,1,"TCPIP, MTP",Local,No,"WiFi, MicroSD",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-3900,Yi,Smart Camera,Smart Home,139,1,"TCPIP, MTP",Local,No,"WiFi, MicroSD",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-3902,Samsung,Smart Hub,Smart Home,139,3,"TCPIP, GATT, RF, MTP",Remote,Yes,"WiFi, Ethernet, USB, ZigBee, Z-Wave, Bluetooth",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-3903,Samsung,Smart Hub,Smart Home,139,3,"TCPIP, GATT, RF, MTP",Remote,Yes,"WiFi, Ethernet, USB, ZigBee, Z-Wave, Bluetooth",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-3904,Samsung,Smart Hub,Smart Home,139,3,"TCPIP, GATT, RF, MTP",Remote,Yes,"WiFi, Ethernet, USB, ZigBee, Z-Wave, Bluetooth",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-3905,Samsung,Smart Hub,Smart Home,72,3,"TCPIP, GATT, RF, MTP",Remote,Yes,"WiFi, Ethernet, USB, ZigBee, Z-Wave, Bluetooth",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-3906,Samsung,Smart Hub,Smart Home,72,3,"TCPIP, GATT, RF, MTP",Remote,Yes,"WiFi, Ethernet, USB, ZigBee, Z-Wave, Bluetooth",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-3910,Yi,Smart Camera,Smart Home,74,1,"TCPIP, MTP",Local,No,"WiFi, MicroSD",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-3911,Samsung,Smart Hub,Smart Home,74,3,"TCPIP, GATT, RF, MTP",Remote,Yes,"WiFi, Ethernet, USB, ZigBee, Z-Wave, Bluetooth",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-3912,Samsung,Smart Hub,Smart Home,287,3,"TCPIP, GATT, RF, MTP",Remote,Yes,"WiFi, Ethernet, USB, ZigBee, Z-Wave, Bluetooth",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-3913,Samsung,Smart Hub,Smart Home,81,3,"TCPIP, GATT, RF, MTP",Remote,Yes,"WiFi, Ethernet, USB, ZigBee, Z-Wave, Bluetooth",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-3914,Samsung,Smart Hub,Smart Home,65,3,"TCPIP, GATT, RF, MTP",Remote,Yes,"WiFi, Ethernet, USB, ZigBee, Z-Wave, Bluetooth",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-3915,Samsung,Smart Hub,Smart Home,309,3,"TCPIP, GATT, RF, MTP",Remote,Yes,"WiFi, Ethernet, USB, ZigBee, Z-Wave, Bluetooth",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-3916,Samsung,Smart Hub,Smart Home,309,3,"TCPIP, GATT, RF, MTP",Remote,Yes,"WiFi, Ethernet, USB, ZigBee, Z-Wave, Bluetooth",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-3917,Samsung,Smart Hub,Smart Home,309,3,"TCPIP, GATT, RF, MTP",Remote,Yes,"WiFi, Ethernet, USB, ZigBee, Z-Wave, Bluetooth",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-3918,Samsung,Smart Hub,Smart Home,309,3,"TCPIP, GATT, RF, MTP",Remote,Yes,"WiFi, Ethernet, USB, ZigBee, Z-Wave, Bluetooth",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-3919,Samsung,Smart Hub,Smart Home,309,3,"TCPIP, GATT, RF, MTP",Remote,Yes,"WiFi, Ethernet, USB, ZigBee, Z-Wave, Bluetooth",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-3920,Yi,Smart Camera,Smart Home,309,1,"TCPIP, MTP",Local,No,"WiFi, MicroSD",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-3925,Samsung,Smart Hub,Smart Home,309,3,"TCPIP, GATT, RF, MTP",Remote,Yes,"WiFi, Ethernet, USB, ZigBee, Z-Wave, Bluetooth",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-3926,Samsung,Smart Hub,Smart Home,590,3,"TCPIP, GATT, RF, MTP",Remote,Yes,"WiFi, Ethernet, USB, ZigBee, Z-Wave, Bluetooth",Symmetric,CWE-682,,0,0,0,0,0,0,1,0
CVE-2018-3927,Samsung,Smart Hub,Smart Home,287,3,"TCPIP, GATT, RF, MTP",Remote,Yes,"WiFi, Ethernet, USB, ZigBee, Z-Wave, Bluetooth",Symmetric,CWE-284,,1,1,0,0,0,1,1,1
CVE-2018-3928,Yi,Smart Camera,Smart Home,333,1,"TCPIP, MTP",Local,No,"WiFi, MicroSD",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-3935,Yi,Smart Camera,Smart Home,318,1,"TCPIP, MTP",Local,No,"WiFi, MicroSD",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-3937,Sony,IP Camera,Smart Home,318,5,TCPIP,Local,No,Ethernet,Asymmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-3938,Sony,IP Camera,Smart Home,318,5,TCPIP,Local,No,Ethernet,Asymmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-3947,Yi,Smart Camera,Smart Home,257,1,"TCPIP, MTP",Local,No,"WiFi, MicroSD",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-3948,TP-Link,Router,Telecomm,174,1,TCPIP,Local,No,"Ethernet, WAN",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-3949,TP-Link,Router,Telecomm,199,1,TCPIP,Local,No,"Ethernet, WAN",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-3950,TP-Link,Router,Telecomm,199,1,TCPIP,Local,No,"Ethernet, WAN",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-3951,TP-Link,Router,Telecomm,67,1,TCPIP,Local,No,"Ethernet, WAN",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-6294,Hanwha Techwin,Smart Camera,Smart Home,124,1,"TCPIP, MTP",Remote,No,"WiFi, MicroSD",Both,CWE-284,,1,1,0,0,0,1,1,1
CVE-2018-6295,Hanwha Techwin,Smart Camera,Smart Home,63,1,"TCPIP, MTP",Remote,No,"WiFi, MicroSD",Both,CWE-693,,1,1,1,1,1,1,1,0
CVE-2018-6297,Hanwha Techwin,Smart Camera,Smart Home,32,1,"TCPIP, MTP",Remote,No,"WiFi, MicroSD",Both,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-6298,Hanwha Techwin,Smart Camera,Smart Home,32,1,"TCPIP, MTP",Remote,No,"WiFi, MicroSD",Both,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-6299,Hanwha Techwin,Smart Camera,Smart Home,32,1,"TCPIP, MTP",Remote,No,"WiFi, MicroSD",Both,CWE-284,,1,1,0,0,0,1,1,1
CVE-2018-9162,Contec,Smart Home ,Smart Home,153,2,"TCPIP, RF",Local,No,Z-Wave,None,CWE-284,,1,1,0,0,0,1,1,1
CVE-2019-10119,eQ-3,Smart Home,Smart Home,147,4,"TCPIP, RF, MTP",Local,No,"Ethernet, MicroSD, USB, LPN",Symmetric,CWE-284,,1,1,0,0,0,1,1,1
CVE-2019-10120,eQ-3,Smart Home,Smart Home,147,4,"TCPIP, RF, MTP",Local,No,"Ethernet, MicroSD, USB, LPN",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2019-10121,eQ-3,Smart Home,Smart Home,109,4,"TCPIP, RF, MTP",Local,No,"Ethernet, MicroSD, USB, LPN",Symmetric,CWE-284,,1,1,0,0,0,1,1,1
CVE-2019-10122,eQ-3,Smart Home,Smart Home,147,4,"TCPIP, RF, MTP",Local,No,"Ethernet, MicroSD, USB, LPN",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2019-10656,Grandstream,Router,Telecomm,462,2,"TCPIP, MTP",Local,Yes,"Ethernet, WAN, USB",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2019-10657,Grandstream,Router,Telecomm,462,2,"TCPIP, MTP",Local,Yes,"Ethernet, WAN, USB",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2019-10658,Grandstream,Router,Telecomm,462,3,"TCPIP, MTP",Local,No,"Ethernet, WAN, USB",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2019-10659,Grandstream,Video Phone,Smart Home,462,1,"TCPIP, GATT, MTP",Remote,Yes,"WiFi, Ethernet, Bluetooth, USB",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2019-10660,Granstream,Smart Camera,Smart Home,462,1,TCPIP,Local,No,Ethernet,Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2019-10661,Granstream,Smart Camera,Smart Home,462,1,TCPIP,Local,No,Ethernet,Symmetric,CWE-284,,1,1,0,0,0,1,1,1
CVE-2019-10662,Grandstream,PBX,Telecomm,462,3,"TCPIP, DSP, MTP",Local,Yes,"Ethernet, Phone, USB, SD",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2019-10663,Grandstream,PBX,Telecomm,462,3,"TCPIP, DSP, MTP",Local,Yes,"Ethernet, Phone, USB, SD",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2019-10677,DASAN,Tripple Play Video,Smart Home,462,3,"TCPIP, DSP, MTP",Local,No,"WiFi, Ethernet, WAN, Phone, USB",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2019-10891,D-Link,WiFi Router,Telecomm,409,5,TCPIP,Local,No,"WiFi, Ethernet, WAN",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2019-10892,D-Link,WiFi Router,Telecomm,462,5,TCPIP,Local,No,"WiFi, Ethernet, WAN",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2019-10956,Geutebruck ,Smart Camera,Smart Home,462,1,TCPIP,Local,No,Ethernet,Both,CWE-707,,0,0,0,1,0,0,1,1
CVE-2019-10957,Geutebruck ,Smart Camera,Smart Home,462,1,TCPIP,Local,No,Ethernet,Both,CWE-707,,0,0,0,1,0,0,1,1
CVE-2019-10958,Geutebruck ,Smart Camera,Smart Home,462,1,TCPIP,Local,No,Ethernet,Both,CWE-707,,0,0,0,1,0,0,1,1
CVE-2019-10964,Medtronic,Insulin Pump,Medical,462,20,RF,Local,No,ISM,None,CWE-284,,1,1,0,0,0,1,1,1
CVE-2019-10966,GE,Anesthesia System,Medical,462,9,RS232,Local,No,Serial,None,CWE-284,,1,1,0,0,0,1,1,1
CVE-2019-10999,D-Link,Smart Camera,Smart Home,40,2,TCPIP,Local,No,"WiFi, Ethernet",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2019-11001,Reolink,Smart Camera,Smart Home,563,2,TCPIP,Local,No,"WiFi, Ethernet",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2019-11014,VStarCam,Smart Camera,Smart Home,11387,1,"TCPIP, MTP",Local,Yes,"WiFi, Ethernet, MicroSD",None,CWE-707,,0,0,0,1,0,0,1,1
CVE-2019-11017,D-Link,WiFi Router,Telecomm,1383,15,"TCPIP, DSP",Local,No,"WiFi, Ethernet, DSL, WAN",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2019-11321,Motorola,WiFi Router,Telecomm,71,2,TCPIP,Local,No,"WiFi, Ethernet, WAN",None,CWE-284,,1,1,0,0,0,1,1,1
CVE-2019-11322,Motorola,WiFi Router,Telecomm,11,2,TCPIP,Local,No,"WiFi, Ethernet, WAN",None,CWE-707,,0,0,0,1,0,0,1,1
CVE-2019-11334,Tzumi Electronics,Smart Lock,Smart Home,225,1,GATT,Remote,No,Bluetooth,None,CWE-284,,1,1,0,0,0,1,1,1
CVE-2019-11336,Sony,Smart TV,Smart Home,225,4,"TCPIP, MTP",Local,No,"WiFi, Ethernet, USB",None,CWE-664,,0,0,0,0,0,1,0,0
CVE-2019-11399,TRENDnet,WiFi Router,Telecomm,225,6,TCPIP,Local,No,"WiFi, Ethernet, WAN",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2019-11400,TRENDnet,WiFi Router,Telecomm,225,6,TCPIP,Local,No,"WiFi, Ethernet, WAN",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2019-11414,Intelbras,WiFi Router,Telecomm,129,1,TCPIP,Local,No,"WiFi, Ethernet, WAN",Symmetric,CWE-284,,1,1,0,0,0,1,1,1
CVE-2019-11416,Intelbras,WiFi Router,Telecomm,129,1,TCPIP,Local,No,"WiFi, Ethernet, WAN",Symmetric,CWE-693,,1,1,1,1,1,1,1,0
CVE-2019-11417,TRENDnet,Smart Camera,Smart Home,129,8,TCPIP,Remote,No,"WiFi, Ethernet",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2019-11418,TRENDnet,WiFi Router,Telecomm,135,6,TCPIP,Local,No,"WiFi, Ethernet, WAN",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2019-11877,PIX-Link,WiFi Repeater,Telecomm,135,2,TCPIP,Local,No,"WiFi, Ethernet, WAN",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2019-11878,XiongMai Besder,Smart Camera,Smart Home,135,0,TCPIP,Local,No,Ethernet,None,CWE-682,,0,0,0,0,0,0,1,0
CVE-2019-11890,Sony,Smart TV,Smart Home,563,1,"TCPIP, MTP",Local,No,"WiFi, Ethernet, USB",None,CWE-664,,0,0,0,0,0,1,0,0
CVE-2019-11891,Bosch,Smart Home Controller,Smart Home,99,3,"TCPIP, RF, MTP",Local,Yes,"Ethernet, ISM, USB",None,CWE-284,,1,1,0,0,0,1,1,1
CVE-2019-11893,Bosch,Smart Home Controller,Smart Home,46,3,"TCPIP, RF, MTP",Local,Yes,"Ethernet, ISM, USB",None,CWE-284,,1,1,0,0,0,1,1,1
CVE-2019-11896,Bosch,Smart Home Controller,Smart Home,171,3,"TCPIP, RF, MTP",Local,Yes,"Ethernet, ISM, USB",None,CWE-284,,1,1,0,0,0,1,1,1
CVE-2019-12195,TP-Link,WiFi Router,Telecomm,125,2,TCPIP,Local,No,"WiFi, Ethernet, WAN",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2019-12288,VStarCam,Smart Camera,Smart Home,103,4,"TCPIP, MTP",Local,Yes,"WiFi, Ethernet, MicroSD",None,CWE-284,,1,1,0,0,0,1,1,1
CVE-2019-12289,VStarCam,Smart Camera,Smart Home,185,4,"TCPIP, MTP",Local,Yes,"WiFi, Ethernet, MicroSD",None,CWE-284,,1,1,0,0,0,1,1,1
CVE-2019-12325,Htek ,VoIP Phone,Smart Home,99,1,TCPIP,Remote,No,Ethernet,Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2019-12326,Akuvox,VoIP Phone,Smart Home,99,5,TCPIP,Remote,No,Ethernet,Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2019-12327,Akuvox,VoIP Phone,Smart Home,99,5,TCPIP,Remote,No,Ethernet,Symmetric,CWE-284,,1,1,0,0,0,1,1,1
CVE-2019-12328,Atcom,VoIP Phone,Smart Home,60,4,TCPIP,Remote,No,"WiFi, Ethernet",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2019-12500,Xiaomi ,Smart Scooter,Other,39,2,GATT,Remote,No,Bluetooth,None,CWE-284,,1,1,0,0,0,1,1,1
CVE-2019-12502,MOBOTIX,Smart Camera,Smart Home,39,1,"TCPIP, MTP",Remote,No,"Ethernet, MicroSD, USB",Symmetric,CWE-693,,1,1,1,1,1,1,1,0
CVE-2019-12504,Inateck,Wireless Presenter,Smart Home,39,0,RF,Remote,No,ISM,None,CWE-693,,1,1,1,1,1,1,1,0
CVE-2019-12510,NETGEAR,WiFi Router,Telecomm,2614,3,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB",Symmetric,CWE-693,,1,1,1,1,1,1,1,0
CVE-2019-12511,NETGEAR,WiFi Router,Telecomm,2614,3,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2019-12512,NETGEAR,WiFi Router,Telecomm,2614,3,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2019-12513,NETGEAR,WiFi Router,Telecomm,59,3,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2019-12581,Zyxel,Unified Access Gateway,Telecomm,59,5,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2019-12583,Zyxel,Unified Access Gateway,Telecomm,41,5,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB",Symmetric,CWE-693,,1,1,1,1,1,1,1,0
CVE-2019-12727,Ubiquiti,Smart Camera,Smart Home,59,8,TCPIP,Remote,No,Ethernet,None,CWE-664,,0,0,0,0,0,1,0,0
CVE-2019-12780,Belkin,Smart Crock-Pot,Smart Home,130,5,TCPIP,Remote,No,WiFi,None,CWE-707,,0,0,0,1,0,0,1,1
CVE-2019-12919,Shenzhen,Smart Camera,Smart Home,55,1,"TCPIP, MTP",Remote,No,"WiFi, USB, MicroSD",None,CWE-664,,0,0,0,0,0,1,0,0
CVE-2019-12920,Shenzhen,Smart Camera,Smart Home,309,1,"TCPIP, MTP",Remote,No,"WiFi, USB, MicroSD",None,CWE-284,,1,1,0,0,0,1,1,1
CVE-2019-12944,Glue,Smart Lock,Smart Home,462,2,"TCPIP, GATT",Remote,No,"WiFi, Bluetooth",Symmetric,CWE-284,,1,1,0,0,0,1,1,1
CVE-2019-13336,Dbell,Smart Doorbell,Smart Home,462,3,TCPIP,Remote,No,"WiFi, Ethernet",Symmetric,CWE-284,,1,1,0,0,0,1,1,1
CVE-2019-13523,Honeywell,Smart Camera,Smart Home,184,0,"TCPIP, MTP",Remote,No,"Ethernet, MicroSD",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2019-13560,D-Link,WiFi Router,Telecomm,462,2,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2019-13561,D-Link,WiFi Router,Telecomm,462,2,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2019-13562,D-Link,WiFi Router,Telecomm,462,2,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2019-13563,D-Link,WiFi Router,Telecomm,462,2,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB",Symmetric,CWE-693,,1,1,1,1,1,1,1,0
CVE-2019-14334,D-Link,WiFi Access Point,Telecomm,150,7,TCPIP,Local,No,"WiFi, Ethernet",Symmetric,CWE-284,,1,1,0,0,0,1,1,1
CVE-2019-14337,D-Link,WiFi Access Point,Telecomm,150,7,TCPIP,Local,No,"WiFi, Ethernet",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2019-14338,D-Link,WiFi Access Point,Telecomm,150,7,TCPIP,Local,No,"WiFi, Ethernet",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2019-14360,Hyunday Pay Kasse,Hardware Wallet,Other,42.95,1,MTP,Local,No,USB,Asymmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2019-15304,Lierda,Temperature Monitor,Smart Home,462,1,"TCPIP, MTP",Local,No,"WiFi, USB",None,CWE-664,,0,0,0,0,0,1,0,0
CVE-2019-15530,D-Link,WiFi Router,Telecomm,708,0,TCPIP,Local,No,"WiFi, Ethernet, WAN",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2019-15655,D-Link,WiFi Router,Telecomm,99,5,"TCPIP, DSP",Local,No,"WiFi, Ethernet, DSL",Symmetric,CWE-284,CWE-664,1,1,0,0,0,1,1,1
CVE-2019-15656,D-Link,WiFi Router,Telecomm,309,5,"TCPIP, DSP",Local,No,"WiFi, Ethernet, DSL",Symmetric,CWE-693,,1,1,1,1,1,1,1,0
CVE-2019-15805,ARRIS,WiFi Router,Telecomm,462,2,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB",Symmetric,CWE-693,,1,1,1,1,1,1,1,0
